prob_class_0,prob_class_1,predicted_label,true_label,path
0.48196268,0.5180373,1,0,videos/6984839057603841286.mp4
0.5123849,0.4876151,0,0,videos/7047491109685169413.mp4
0.48042044,0.5195796,1,1,videos/7030782797128224005.mp4
0.63995355,0.36004645,0,1,videos/6984053616776596742.mp4
0.3487903,0.6512097,1,0,videos/7124054058494643461.mp4
0.51072705,0.48927298,0,0,videos/6959645495329410310.mp4
0.72176397,0.27823606,0,0,videos/6764242002881121542.mp4
0.21804278,0.7819572,1,1,videos/6889619208221527298.mp4
0.5069684,0.49303165,0,1,videos/7120453573795794181.mp4
0.69221926,0.30778074,0,0,videos/7122076201295891713.mp4
0.4406251,0.5593749,1,0,videos/6967064079147994373.mp4
0.542353,0.45764703,0,0,videos/6898524793121869061.mp4
0.3911884,0.6088116,1,0,videos/7019204716429151515.mp4
0.6020348,0.3979652,0,0,videos/7101566469359652122.mp4
0.25608823,0.74391174,1,0,videos/6961510133570522374.mp4
0.6865257,0.3134743,0,0,videos/7125063091452153093.mp4
0.36189565,0.6381044,1,0,videos/6983688173079596293.mp4
0.46203455,0.5379654,1,0,videos/7136048630967897350.mp4
0.76971525,0.23028475,0,0,videos/6794642570514320645.mp4
0.51553786,0.4844622,0,0,videos/7102538602046950661.mp4
0.60004914,0.3999509,0,1,videos/7062667963408731397.mp4
0.43442243,0.56557757,1,0,videos/6978573242046958853.mp4
0.6543917,0.34560832,0,0,videos/7132871725234097454.mp4
0.43405327,0.56594676,1,1,videos/6931103601624403205.mp4
0.7597167,0.24028327,0,1,videos/6878040583307267333.mp4
0.50189,0.49811,0,1,videos/7033460920848321797.mp4
0.36455008,0.63544995,1,1,videos/7084692175405190446.mp4
0.50825584,0.4917442,0,1,videos/6921039022861077766.mp4
0.4051957,0.5948043,1,1,videos/6969795347333926150.mp4
0.4327886,0.5672114,1,0,videos/6983408743987875078.mp4
0.41661206,0.5833879,1,0,videos/6814638913001442565.mp4
0.6922425,0.30775747,0,1,videos/7053399927011003649.mp4
0.54817104,0.4518289,0,0,videos/6967676754240507141.mp4
0.34674954,0.6532504,1,0,videos/6829375073393184006.mp4
0.3921017,0.60789824,1,0,videos/7116279057406299434.mp4
0.66157436,0.3384257,0,1,videos/6889598401613139205.mp4
0.47076535,0.52923465,1,0,videos/6952216063283055877.mp4
0.5463291,0.45367086,0,0,videos/7106080211925601542.mp4
0.4506233,0.5493767,1,1,videos/7046470848491818286.mp4
0.7035655,0.2964345,0,1,videos/7113307992346365190.mp4
0.5366532,0.46334678,0,1,videos/6900517393177513222.mp4
0.4025696,0.5974304,1,0,videos/6865472426835217670.mp4
0.47904426,0.5209558,1,0,videos/7136247689565523201.mp4
0.29333392,0.70666605,1,0,videos/7058005271284845871.mp4
0.6215537,0.3784463,0,0,videos/7021524275983125761.mp4
0.61559737,0.38440263,0,1,videos/6810392499144740101.mp4
0.38308612,0.61691386,1,0,videos/6934322858030075141.mp4
0.49334782,0.5066521,1,1,videos/6853950973744860421.mp4
0.64978397,0.3502161,0,0,videos/6956572254360669446.mp4
0.5873948,0.4126052,0,0,videos/6942202109030976774.mp4
0.59924436,0.4007557,0,1,videos/7055663645816180014.mp4
0.62542963,0.37457037,0,0,videos/7100704219056917806.mp4
0.50702864,0.49297142,0,0,videos/6911964800297782529.mp4
0.2656484,0.73435163,1,0,videos/6987191713253117190.mp4
0.6870727,0.31292734,0,0,videos/7102345579862314267.mp4
0.7484238,0.2515762,0,1,videos/6891004230665014533.mp4
0.64238846,0.35761154,0,0,videos/7042776568845897007.mp4
0.45654407,0.54345596,1,0,videos/6947429811841256710.mp4
0.2637462,0.7362538,1,1,videos/6939469935768816902.mp4
0.4004678,0.5995322,1,1,videos/7003690818603093254.mp4
0.5658566,0.43414336,0,0,videos/7051328279264906542.mp4
0.32920292,0.6707971,1,0,videos/7123342389338443009.mp4
0.62135947,0.37864053,0,0,videos/7020081792560450821.mp4
0.3442362,0.6557638,1,1,videos/7037115945038515462.mp4
0.4404535,0.5595465,1,1,videos/6951826479202225413.mp4
